0.312243	0.58034	5.2	0.05	0.312243	0.58034	0.6	0.6	5.19994	0
0.779081	0.53011	5.50186	0.234471	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.08782	0.532391	5.52479	0.0815952	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.27396	0.509031	4.86981	0.289677	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.55339	0.559914	4.91317	0.31666	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.8007	0.56257	5.17339	0.35192	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.08556	0.600053	5.20801	0.367637	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.30261	0.615876	5.11191	0.420765	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.5756	0.64255	5.13799	0.416166	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.84533	0.66138	5.20267	0.412082	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09179	0.669141	5.18322	0.381107	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.36892	0.671821	5.21289	0.311339	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.69645	0.507917	5.35795	-0.325136	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.99118	0.498644	5.47036	-0.300449	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.26693	0.52372	5.4722	-0.165793	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.53049	0.523612	5.30255	-0.158847	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71631	0.707584	5.15438	0.499324	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.97171	0.724814	4.97323	0.432402	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.26694	0.689166	5.06642	0.232194	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.52035	0.698871	5.25899	0.261883	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.81698	0.701021	5.32261	0.218953	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.0461	0.699035	5.05375	0.145977	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.29575	0.818335	5.03435	0.517567	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.54946	0.843922	5.00984	0.510183	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.80359	0.797033	5.02767	0.270825	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.04919	0.806242	4.82561	0.222396	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.26403	0.889274	4.76649	0.463894	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.5762	0.922644	5.20892	0.5463	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.84131	0.841859	5.23324	0.189832	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.09688	0.85191	4.97904	0.15287	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.33312	0.853979	4.95568	0.136127	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.61166	0.871729	5.32359	0.218269	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.85419	0.96627	5.27027	0.496579	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.16537	0.998175	5.30247	0.503831	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.40574	1.04176	5.25329	0.567585	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.70128	1.07925	5.30778	0.592062	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.96571	1.26697	5.28417	1.11123	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.2224	1.31989	4.97785	1.03776	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.4372	1.42236	4.90391	1.20925	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6744	1.47967	4.6579	1.14403	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8866	1.50466	4.62474	1.0431	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1625	1.56445	4.89535	1.10474	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.4326	1.60883	4.94569	1.06468	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
